epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,8231.44,0.71727,0.56691,0.89927,0.53635,0.54527,0.54382,0.39452,1.20381,1.54474,1.13275,0.000314752,0.000314752,0.000314752
181,8278.57,0.71735,0.54686,0.8909,0.48227,0.56266,0.54487,0.39661,1.18179,1.47342,1.13917,0.000312214,0.000312214,0.000312214
182,8327.69,0.70671,0.54886,0.90277,0.4857,0.54868,0.5352,0.35872,1.22777,1.54503,1.17199,0.000309676,0.000309676,0.000309676
183,8374.89,0.70199,0.55429,0.90398,0.46463,0.55884,0.5374,0.36843,1.17752,1.47324,1.1348,0.000307139,0.000307139,0.000307139
184,8419.51,0.71269,0.5654,0.9044,0.45206,0.54613,0.45429,0.304,1.19441,1.53678,1.14304,0.000304601,0.000304601,0.000304601
185,8466.11,0.72538,0.57738,0.91337,0.4493,0.55799,0.53127,0.36677,1.23314,1.57598,1.171,0.000302063,0.000302063,0.000302063
186,8513.45,0.70723,0.55681,0.8974,0.44226,0.6005,0.54494,0.36495,1.20878,1.47313,1.15416,0.000299525,0.000299525,0.000299525
187,8560.88,0.6885,0.54211,0.88927,0.5752,0.49224,0.5307,0.37322,1.25491,1.59135,1.18341,0.000296988,0.000296988,0.000296988
188,8607.59,0.71243,0.55124,0.90035,0.56808,0.51347,0.54602,0.38703,1.22777,1.4908,1.1591,0.00029445,0.00029445,0.00029445
189,8655.2,0.69761,0.5611,0.90302,0.51203,0.54438,0.54684,0.39421,1.1939,1.5079,1.14477,0.000291912,0.000291912,0.000291912
190,8702.43,0.70292,0.552,0.89738,0.53962,0.52083,0.4677,0.30996,1.21733,1.58081,1.14555,0.000289375,0.000289375,0.000289375
191,8747.58,0.7082,0.54933,0.89571,0.5212,0.53515,0.54834,0.37956,1.21935,1.52946,1.15138,0.000286837,0.000286837,0.000286837
192,8792.51,0.69696,0.57076,0.90605,0.49151,0.56926,0.55098,0.38115,1.20222,1.49681,1.14191,0.000284299,0.000284299,0.000284299
193,8839.75,0.68522,0.53193,0.89275,0.45253,0.58306,0.54406,0.37947,1.19789,1.53026,1.13078,0.000281762,0.000281762,0.000281762
194,8886.98,0.6904,0.55142,0.897,0.46936,0.5375,0.53869,0.37676,1.21925,1.55275,1.13846,0.000279224,0.000279224,0.000279224
195,8934.17,0.67127,0.52884,0.89358,0.53798,0.55959,0.54899,0.38692,1.20074,1.50885,1.1276,0.000276686,0.000276686,0.000276686
196,8981.25,0.69891,0.51552,0.90362,0.55737,0.53979,0.54971,0.39898,1.19626,1.54424,1.13372,0.000274148,0.000274148,0.000274148
197,9030.14,0.69197,0.5511,0.89192,0.62571,0.4486,0.53144,0.37804,1.19767,1.48651,1.13581,0.000271611,0.000271611,0.000271611
198,9077.26,0.68572,0.52442,0.89691,0.50766,0.53984,0.53541,0.37701,1.21061,1.50697,1.13689,0.000269073,0.000269073,0.000269073
199,9124.39,0.67467,0.50859,0.89882,0.48916,0.53126,0.53566,0.37728,1.2052,1.54344,1.13937,0.000266535,0.000266535,0.000266535
200,9170.79,0.6792,0.53138,0.89636,0.47869,0.55355,0.53582,0.36899,1.23261,1.60274,1.14958,0.000263998,0.000263998,0.000263998
201,9216.43,0.66904,0.52024,0.89294,0.66698,0.40995,0.52741,0.37937,1.21741,1.55573,1.13969,0.00026146,0.00026146,0.00026146
202,9263.56,0.68109,0.52762,0.89237,0.61228,0.4804,0.5466,0.38569,1.20327,1.49465,1.13958,0.000258922,0.000258922,0.000258922
203,9310.91,0.66492,0.51219,0.88159,0.45262,0.59072,0.54126,0.36996,1.21997,1.48356,1.15423,0.000256385,0.000256385,0.000256385
204,9357.83,0.68346,0.51964,0.89002,0.48338,0.54682,0.55037,0.38359,1.18978,1.52754,1.1449,0.000253847,0.000253847,0.000253847
205,9404.99,0.65798,0.51472,0.88788,0.57059,0.49497,0.55908,0.39479,1.1973,1.57344,1.13677,0.000251309,0.000251309,0.000251309
206,9452.19,0.68183,0.52685,0.89401,0.55718,0.49736,0.55637,0.39096,1.19351,1.6003,1.14438,0.000248772,0.000248772,0.000248772
207,9499.7,0.68229,0.50361,0.88969,0.48097,0.55079,0.5304,0.38554,1.21287,1.58295,1.15092,0.000246234,0.000246234,0.000246234
208,9546.73,0.66367,0.49971,0.89309,0.55885,0.50863,0.55458,0.38408,1.22102,1.55221,1.1616,0.000243696,0.000243696,0.000243696
209,9594.06,0.65234,0.51811,0.88669,0.54942,0.51719,0.53753,0.37586,1.21815,1.60808,1.14815,0.000241158,0.000241158,0.000241158
210,9641.26,0.66572,0.52541,0.88774,0.51574,0.54363,0.54454,0.3778,1.20382,1.59014,1.14818,0.000238621,0.000238621,0.000238621
211,9688.57,0.66955,0.53057,0.89026,0.58316,0.48882,0.53774,0.36015,1.22578,1.64594,1.14839,0.000236083,0.000236083,0.000236083
212,9735.42,0.6602,0.50181,0.88523,0.52768,0.5479,0.54464,0.36176,1.21828,1.67632,1.16309,0.000233545,0.000233545,0.000233545
213,9783.16,0.6705,0.51971,0.88701,0.57134,0.49358,0.54287,0.37701,1.19867,1.62486,1.16175,0.000231008,0.000231008,0.000231008
214,9832.2,0.6476,0.50608,0.89285,0.48253,0.55229,0.54378,0.38443,1.21275,1.61594,1.18098,0.00022847,0.00022847,0.00022847
215,9879.11,0.67293,0.51365,0.89739,0.61086,0.47,0.54392,0.38272,1.21154,1.55484,1.18368,0.000225932,0.000225932,0.000225932
216,9926.13,0.65181,0.49871,0.88172,0.52232,0.53558,0.5495,0.375,1.19901,1.54498,1.16396,0.000223395,0.000223395,0.000223395
217,9971.99,0.66195,0.51644,0.88822,0.538,0.53734,0.55198,0.36071,1.19583,1.54424,1.17156,0.000220857,0.000220857,0.000220857
218,10016.2,0.65293,0.48266,0.88696,0.64988,0.44722,0.54998,0.34464,1.19498,1.52356,1.15128,0.000218319,0.000218319,0.000218319
219,10061.3,0.65061,0.49522,0.8896,0.55393,0.51657,0.545,0.36338,1.19859,1.55946,1.16861,0.000215781,0.000215781,0.000215781
220,10108.3,0.67107,0.53213,0.88962,0.61968,0.47067,0.54409,0.36749,1.19313,1.57273,1.16563,0.000213244,0.000213244,0.000213244
221,10155.5,0.65285,0.49224,0.89834,0.4853,0.565,0.53875,0.35992,1.20406,1.59888,1.17523,0.000210706,0.000210706,0.000210706
222,10202.6,0.6352,0.484,0.8864,0.5111,0.55067,0.55213,0.37389,1.20453,1.55855,1.1589,0.000208168,0.000208168,0.000208168
223,10249.9,0.64318,0.48624,0.87805,0.49884,0.54515,0.54156,0.36548,1.1792,1.62047,1.14438,0.000205631,0.000205631,0.000205631
224,10295.6,0.64221,0.49022,0.89384,0.53385,0.51975,0.54237,0.35359,1.18119,1.57844,1.15145,0.000203093,0.000203093,0.000203093
225,10342.2,0.64499,0.4721,0.88337,0.48128,0.54515,0.54414,0.34659,1.18265,1.57882,1.14118,0.000200555,0.000200555,0.000200555
226,10389.2,0.64949,0.49579,0.88109,0.49345,0.54629,0.5502,0.36864,1.19745,1.56209,1.15274,0.000198018,0.000198018,0.000198018
227,10436.3,0.62202,0.48863,0.87981,0.47372,0.53876,0.53095,0.36686,1.21369,1.62015,1.16153,0.00019548,0.00019548,0.00019548
228,10484,0.63255,0.49192,0.87697,0.46249,0.55832,0.52179,0.36411,1.20863,1.602,1.16065,0.000192942,0.000192942,0.000192942
229,10531.7,0.6492,0.48685,0.88835,0.43984,0.56757,0.54517,0.37586,1.19988,1.66151,1.15584,0.000190404,0.000190404,0.000190404
230,10579,0.64801,0.48619,0.87969,0.4562,0.5532,0.54308,0.37385,1.23454,1.6532,1.18156,0.000187867,0.000187867,0.000187867
231,10626.2,0.61978,0.47451,0.88276,0.49057,0.56015,0.54662,0.3814,1.19428,1.62044,1.15519,0.000185329,0.000185329,0.000185329
232,10673.4,0.62795,0.47703,0.87737,0.48208,0.53663,0.53265,0.37759,1.19416,1.61502,1.15066,0.000182791,0.000182791,0.000182791
233,10721.5,0.61895,0.48093,0.88338,0.49556,0.54506,0.54549,0.37747,1.21273,1.62691,1.15778,0.000180254,0.000180254,0.000180254
234,10769,0.62148,0.47193,0.8866,0.54553,0.49571,0.54761,0.38098,1.23578,1.687,1.17031,0.000177716,0.000177716,0.000177716
235,10816.9,0.61854,0.47027,0.87686,0.56292,0.52184,0.54927,0.38066,1.23811,1.68727,1.17734,0.000175178,0.000175178,0.000175178
236,10864.2,0.61829,0.4745,0.88527,0.46287,0.59732,0.55344,0.38195,1.21842,1.5924,1.17517,0.000172641,0.000172641,0.000172641
237,10913.1,0.60767,0.46989,0.88353,0.5076,0.54387,0.55835,0.38502,1.23168,1.61826,1.17367,0.000170103,0.000170103,0.000170103
238,10960.2,0.62664,0.47928,0.87741,0.56339,0.49576,0.55537,0.38517,1.24075,1.6412,1.17969,0.000167565,0.000167565,0.000167565
239,11007.6,0.61485,0.46463,0.88483,0.53401,0.50549,0.54975,0.38555,1.19362,1.60882,1.15939,0.000165027,0.000165027,0.000165027
240,11054.9,0.61394,0.45868,0.88155,0.50842,0.55752,0.54922,0.38635,1.20019,1.64439,1.15489,0.00016249,0.00016249,0.00016249
241,11102.3,0.61007,0.46233,0.88027,0.52979,0.52454,0.55225,0.38655,1.19341,1.68987,1.14547,0.000159952,0.000159952,0.000159952
242,11150.2,0.63623,0.4623,0.88201,0.5276,0.52504,0.54348,0.38223,1.18084,1.68232,1.14226,0.000157414,0.000157414,0.000157414
243,11197.2,0.62912,0.4752,0.87839,0.54988,0.49448,0.5452,0.38528,1.18856,1.63883,1.14227,0.000154877,0.000154877,0.000154877
244,11244.5,0.61097,0.47037,0.8806,0.47023,0.55124,0.54222,0.37756,1.22055,1.6566,1.16244,0.000152339,0.000152339,0.000152339
245,11291.9,0.61123,0.46307,0.8807,0.4851,0.54887,0.54401,0.38226,1.19413,1.6411,1.16561,0.000149801,0.000149801,0.000149801
246,11338.9,0.60322,0.45593,0.87314,0.6235,0.46577,0.54351,0.37876,1.20645,1.69409,1.15816,0.000147264,0.000147264,0.000147264
247,11386.9,0.6094,0.4602,0.87052,0.6134,0.45054,0.5362,0.37564,1.21341,1.69594,1.16115,0.000144726,0.000144726,0.000144726
248,11434.1,0.60875,0.46889,0.88293,0.58702,0.46462,0.5352,0.37993,1.17777,1.66101,1.14027,0.000142188,0.000142188,0.000142188
249,11480.8,0.60156,0.45601,0.87474,0.54163,0.48793,0.53191,0.36087,1.18629,1.68585,1.14097,0.00013965,0.00013965,0.00013965
250,11527.4,0.61858,0.47602,0.88655,0.49067,0.54415,0.53811,0.36419,1.19142,1.65856,1.14043,0.000137113,0.000137113,0.000137113
251,11573.5,0.60028,0.45386,0.8715,0.59332,0.485,0.54039,0.36568,1.208,1.64105,1.1478,0.000134575,0.000134575,0.000134575
252,11620.4,0.61507,0.45676,0.87666,0.61211,0.46073,0.52771,0.35989,1.20531,1.6948,1.14358,0.000132037,0.000132037,0.000132037
253,11667.3,0.59617,0.45404,0.87754,0.5336,0.50038,0.52814,0.36094,1.21208,1.73746,1.14502,0.0001295,0.0001295,0.0001295
254,11714.4,0.58887,0.43341,0.86892,0.53533,0.50751,0.53418,0.37329,1.21478,1.70455,1.14959,0.000126962,0.000126962,0.000126962
255,11761.6,0.60462,0.43649,0.88213,0.51598,0.52013,0.54385,0.38029,1.21051,1.71221,1.14713,0.000124424,0.000124424,0.000124424
256,11808.7,0.59979,0.45733,0.87791,0.56121,0.50855,0.54268,0.38146,1.18136,1.68616,1.13819,0.000121887,0.000121887,0.000121887
257,11855.6,0.59051,0.43129,0.875,0.64978,0.4353,0.53095,0.37443,1.18597,1.71491,1.14024,0.000119349,0.000119349,0.000119349
258,11902.8,0.60661,0.44866,0.87642,0.50274,0.55004,0.53638,0.3772,1.19835,1.69494,1.15185,0.000116811,0.000116811,0.000116811
259,11950.3,0.6074,0.43706,0.87465,0.65567,0.42716,0.54077,0.38472,1.20624,1.71231,1.16328,0.000114273,0.000114273,0.000114273
260,11997.1,0.59918,0.44173,0.87556,0.66887,0.42853,0.54073,0.38311,1.18727,1.72426,1.14576,0.000111736,0.000111736,0.000111736
261,12043.2,0.57442,0.43669,0.86968,0.52927,0.50738,0.53987,0.38309,1.17144,1.7294,1.13315,0.000109198,0.000109198,0.000109198
262,12090.3,0.59368,0.45075,0.87397,0.52844,0.50198,0.54408,0.37746,1.18599,1.73984,1.14472,0.00010666,0.00010666,0.00010666
263,12137.3,0.59431,0.4421,0.87428,0.50957,0.51096,0.54046,0.37601,1.18887,1.7453,1.14509,0.000104123,0.000104123,0.000104123
264,12184.2,0.58863,0.43905,0.87452,0.47867,0.51379,0.53465,0.37417,1.20556,1.80778,1.15793,0.000101585,0.000101585,0.000101585
265,12232.2,0.58577,0.42779,0.8786,0.52682,0.51219,0.54738,0.38057,1.19113,1.74946,1.1562,9.90472e-05,9.90472e-05,9.90472e-05
266,12279.3,0.58512,0.41533,0.86884,0.49331,0.51186,0.5404,0.39431,1.19854,1.72163,1.16084,9.65095e-05,9.65095e-05,9.65095e-05
267,12326.7,0.58307,0.43221,0.87101,0.55359,0.46936,0.54135,0.39796,1.19708,1.7166,1.16641,9.39718e-05,9.39718e-05,9.39718e-05
268,12374.1,0.57288,0.41371,0.86918,0.56237,0.46292,0.54442,0.39759,1.18772,1.73912,1.15332,9.14341e-05,9.14341e-05,9.14341e-05
269,12421.5,0.57436,0.42417,0.87181,0.63646,0.43558,0.5449,0.38183,1.18062,1.71698,1.14686,8.88964e-05,8.88964e-05,8.88964e-05
270,12468.9,0.5936,0.44427,0.87451,0.46494,0.53223,0.54323,0.3829,1.17444,1.71851,1.14511,8.63587e-05,8.63587e-05,8.63587e-05
271,12516,0.58277,0.42992,0.86591,0.52222,0.48592,0.54136,0.38178,1.18859,1.70945,1.15376,8.3821e-05,8.3821e-05,8.3821e-05
272,12563.1,0.58728,0.43916,0.87702,0.46419,0.51924,0.54185,0.38206,1.20327,1.72146,1.1626,8.12833e-05,8.12833e-05,8.12833e-05
273,12610.3,0.5895,0.43542,0.87757,0.4929,0.51856,0.53799,0.37934,1.21314,1.74276,1.16656,7.87456e-05,7.87456e-05,7.87456e-05
274,12657.6,0.58178,0.42988,0.87703,0.50368,0.49946,0.53734,0.38117,1.18888,1.71099,1.15173,7.62079e-05,7.62079e-05,7.62079e-05
275,12704.9,0.57318,0.43465,0.8717,0.51946,0.52563,0.54416,0.38648,1.19405,1.70016,1.15537,7.36702e-05,7.36702e-05,7.36702e-05
276,12749.5,0.58033,0.41999,0.87478,0.50403,0.54231,0.5463,0.38563,1.17868,1.67301,1.14419,7.11325e-05,7.11325e-05,7.11325e-05
277,12794.6,0.56976,0.42161,0.86707,0.51719,0.51512,0.545,0.38673,1.18929,1.69903,1.14485,6.85948e-05,6.85948e-05,6.85948e-05
278,12839.9,0.58314,0.42544,0.87152,0.48774,0.51755,0.54241,0.38531,1.20057,1.68329,1.15237,6.60571e-05,6.60571e-05,6.60571e-05
279,12884.7,0.56881,0.40746,0.8737,0.49171,0.522,0.54433,0.38794,1.18259,1.6475,1.15322,6.35194e-05,6.35194e-05,6.35194e-05
280,12929.6,0.56979,0.42825,0.87789,0.61936,0.43351,0.53545,0.38455,1.18861,1.69064,1.15066,6.09817e-05,6.09817e-05,6.09817e-05
281,12974.4,0.56358,0.41541,0.87298,0.61985,0.45121,0.54149,0.3853,1.17558,1.71072,1.13757,5.8444e-05,5.8444e-05,5.8444e-05
282,13019.5,0.56101,0.41237,0.87293,0.51033,0.53413,0.54686,0.3863,1.17978,1.72037,1.14153,5.59063e-05,5.59063e-05,5.59063e-05
283,13064.7,0.54094,0.39778,0.86674,0.50987,0.52755,0.54551,0.38717,1.17818,1.69666,1.15025,5.33686e-05,5.33686e-05,5.33686e-05
284,13109.8,0.5676,0.41438,0.87139,0.50573,0.51556,0.54732,0.38727,1.18749,1.68499,1.15451,5.08309e-05,5.08309e-05,5.08309e-05
285,13154.6,0.57134,0.4169,0.86526,0.51745,0.52102,0.54798,0.38687,1.17784,1.68679,1.14892,4.82932e-05,4.82932e-05,4.82932e-05
286,13199.4,0.56128,0.41341,0.87142,0.53772,0.53395,0.5526,0.39058,1.17488,1.67816,1.15285,4.57555e-05,4.57555e-05,4.57555e-05
287,13244.1,0.54757,0.39751,0.867,0.52286,0.53445,0.54944,0.38855,1.17854,1.67911,1.15093,4.32178e-05,4.32178e-05,4.32178e-05
288,13289,0.56518,0.43007,0.87188,0.51538,0.53883,0.5511,0.38955,1.1876,1.67191,1.15768,4.06801e-05,4.06801e-05,4.06801e-05
289,13334.1,0.57404,0.41042,0.86981,0.51308,0.5339,0.55228,0.39059,1.19184,1.66989,1.15993,3.81424e-05,3.81424e-05,3.81424e-05
290,13379.2,0.54798,0.39855,0.86835,0.49734,0.54046,0.55531,0.39199,1.18738,1.67981,1.15514,3.56047e-05,3.56047e-05,3.56047e-05
291,13425,0.52914,0.37755,0.83828,0.51561,0.51092,0.52866,0.35977,1.18479,1.62693,1.159,3.3067e-05,3.3067e-05,3.3067e-05
292,13469.6,0.55045,0.36976,0.84707,0.51423,0.52239,0.52307,0.35478,1.19202,1.61108,1.16297,3.05293e-05,3.05293e-05,3.05293e-05
293,13514.3,0.53956,0.36132,0.84622,0.50709,0.52144,0.52116,0.35425,1.19806,1.6138,1.16371,2.79916e-05,2.79916e-05,2.79916e-05
294,13559.3,0.50769,0.34201,0.82783,0.50981,0.52064,0.52092,0.35419,1.2023,1.62974,1.17002,2.54539e-05,2.54539e-05,2.54539e-05
295,13606.7,0.52786,0.34911,0.84338,0.51674,0.51654,0.52257,0.35532,1.20382,1.67384,1.16662,2.29162e-05,2.29162e-05,2.29162e-05
296,13653.5,0.50659,0.34414,0.83625,0.52787,0.51455,0.52704,0.35621,1.20261,1.67247,1.16496,2.03785e-05,2.03785e-05,2.03785e-05
297,13700.5,0.50633,0.33779,0.8376,0.5188,0.52101,0.52715,0.35705,1.19813,1.66699,1.16257,1.78408e-05,1.78408e-05,1.78408e-05
298,13747.3,0.50499,0.3374,0.83773,0.52738,0.53785,0.53183,0.36168,1.19238,1.65741,1.16096,1.53031e-05,1.53031e-05,1.53031e-05
299,13794.4,0.50082,0.34481,0.83996,0.52375,0.53609,0.53471,0.36412,1.19207,1.6499,1.1629,1.27654e-05,1.27654e-05,1.27654e-05
300,13841.6,0.50703,0.33503,0.83526,0.52597,0.53647,0.53076,0.36359,1.19611,1.67244,1.16067,1.02277e-05,1.02277e-05,1.02277e-05
